simulated_continuously_variable_signal,instantaneous_freq
0.000848731505633231,0.10000000123669217
0.0011895665813099587,0.10000000124164883
0.0014993258440873611,0.10000000124662539
0.0017699172535154593,0.10000000125162188
0.001994271976168979,0.1000000012566384
0.002166529049329397,0.10000000126167503
0.0022821884906836375,0.10000000126673184
0.002338228854256305,0.10000000127180889
0.0023331861615862055,0.10000000127690632
0.0022671921461772777,0.10000000128202419
0.002141970812139543,0.10000000128716256
0.00196079339692091,0.10000000129232155
0.0017283929146673523,0.10000000129750114
0.0014508405126502316,0.10000000130270155
0.0011353868707813406,0.10000000130792275
0.0007902727874381287,0.10000000131316496
0.00042451389978744367,0.10000000131842812
4.766516249720982e-05,0.10000000132371244
-0.00033042876248982845,0.10000000132901787
-0.0006998906843918612,0.10000000133434456
-0.0010510689117955226,0.10000000133969267
-0.0013747893899983888,0.10000000134506215
-0.0016625953607404631,0.10000000135045317
-0.0019069682835393417,0.10000000135586579
-0.0021015242473589615,0.10000000136130015
-0.002241180741623539,0.10000000136675623
-0.0023222894299102705,0.10000000137223419
-0.002342731457788216,0.10000000137773411
-0.0023019728050153823,0.1000000013832561
-0.002201078236092972,0.10000000138880019
-0.002042683484737495,0.10000000139436659
-0.0018309263989136602,0.10000000139995519
-0.0015713388451706444,0.1000000014055662
-0.0012707021961342873,0.10000000141119975
-0.0009368701763484035,0.10000000141685583
-0.0005785636943772268,0.10000000142253462
-0.00020514302090193952,0.10000000142823612
0.00017363673565059208,0.10000000143396051
0.0005478804680794589,0.10000000143970787
0.0009078115666593774,0.10000000144547823
0.0012440273198045901,0.10000000145127173
0.0015477445471511653,0.10000000145708841
0.0018110290482267531,0.10000000146292845
0.0020270028726725718,0.1000000014687919
0.00219002399736433,0.10000000147467883
0.0022958337166111057,0.10000000148058935
0.0023416678950631802,0.10000000148652358
0.0023263291769975948,0.10000000149248156
0.002250218265611809,0.10000000149846344
0.0021153234551963503,0.1000000015044693
0.001925168689644253,0.10000000151049925
0.0016847215041982248,0.10000000151655337
0.0014002632553325447,0.10000000152263172
0.0010792250288378738,0.1000000015287344
0.0007299935127876847,0.10000000153486162
0.0003616919066916522,0.10000000154101336
-1.605840971294706e-05,0.10000000154718976
-0.0003933892219523015,0.1000000015533909
-0.0007604432745297094,0.10000000155961689
-0.0011076317783508534,0.10000000156586789
-0.0014258849048285368,0.10000000157214389
-0.0017068887228483174,0.10000000157844502
-0.0019433023889383156,0.10000000158477147
-0.002128949916844643,0.10000000159112328
-0.002258981516792534,0.1000000015975005
-0.002330000289663883,0.10000000160390328
-0.0023401509663776936,0.10000000161033179
-0.002289168374277541,0.100000001616786
-0.0021783843644074263,0.10000000162326611
-0.00201069301871035,0.10000000162977214
-0.0017904750460643055,0.10000000163630429
-0.0015234833422067353,0.1000000016428626
-0.001216692703139071,0.10000000164944721
-0.0008781176180447745,0.10000000165605823
-0.0005166029016337453,0.10000000166269572
-0.0001415926353588826,0.10000000166935981
0.0002371165463978647,0.10000000167605064
0.0006096313801063633,0.10000000168276824
0.0009662204211745873,0.10000000168951284
0.0012975682647346706,0.10000000169628441
0.001595018897955683,0.10000000170308315
0.001850801826634103,0.10000000170990911
0.0020582350688116893,0.10000000171676243
0.0022118997124878042,0.10000000172364323
0.002307781477342919,0.10000000173055162
0.0023433755823652727,0.10000000173748767
0.002317752179856237,0.10000000174445156
0.002231580646439809,0.10000000175144336
0.0020871120965065297,0.10000000175846316
0.0018881205749044176,0.10000000176551108
0.0016398044651380324,0.10000000177258728
0.001348650688652735,0.10000000177969182
0.001022265242813577,0.10000000178682487
0.0006691745045441502,0.10000000179398648
0.0002986024902982977,0.10000000180117677
-7.977010885434415e-05,0.10000000180839592
-0.00045605882214748536,0.100000001815644
-0.0008204336175054697,0.10000000182292111
-0.0011633756977935325,0.10000000183022739
-0.001475926166477605,0.100000001837563
-0.0017499200666405853,0.10000000184492795
-0.001978199679403354,0.10000000185232244
-0.002154801509618676,0.10000000185974658
-0.0022751120740905056,0.10000000186720044
-0.002335988422562779,0.10000000187468423
-0.0023358402430303966,0.10000000188219796
-0.0022746714064825896,0.10000000188974184
-0.0021540798657785696,0.10000000189731595
-0.0019772159112972348,0.10000000190492041
-0.0017486998738754276,0.10000000191255531
-0.0014745014249337954,0.10000000192022088
-0.0011617836269107752,0.10000000192791712
-0.0008187158079754218,0.10000000193564428
-0.00045426014941333956,0.10000000194340233
-7.793756080078185e-05,0.10000000195119152
0.00030042104083981345,0.10000000195901193
0.0006709315504081952,0.10000000196686365
0.001023914883560962,0.10000000197474686
0.0013501498296572055,0.10000000198266168
0.0016411139433749277,0.10000000199060817
0.0018892061820315381,0.10000000199858655
0.002087945472510657,0.10000000200659694
0.002232140020503585,0.10000000201463939
0.00231802293909122,0.10000000202271409
0.0023433506535538236,0.10000000203082116
0.002307461511716414,0.1000000020389607
0.002211293068714094,0.10000000204713287
0.0020573575946362522,0.10000000205533782
0.001849676444879196,0.10000000206357562
0.0015936750076926934,0.10000000207184648
0.0012960409732732955,0.10000000208015042
0.0009645496269319874,0.1000000020884877
0.0006078607303151382,0.10000000209685839
0.00023529229688134227,0.1000000021052626
-0.00014342282855726377,0.10000000211370051
-0.0005183912271999392,0.10000000212217226
-0.0008798173583998304,0.10000000213067795
-0.0012182594548724498,0.10000000213921774
-0.0015248761760552221,0.10000000214779173
-0.0017916575761334514,0.10000000215640009
-0.002011634353006577,0.100000002165043
-0.0021790599118494806,0.1000000021737205
-0.0022895604871051014,0.10000000218243282
